node_id,node_type,contract_no,contract_name,amount,sign_date,status,description
CON_060,Contract,HT2024000060,循环交易合同-国电电力发展股份有限公司至万科企业股份有限公司,15098380.00,2025-09-11,EXECUTING,风险传导场景：国电电力发展股份有限公司与万科企业股份有限公司开展循环交易，涉及资金闭环监控。
CON_061,Contract,HT2024000061,建材采购合同-浙江久立特材科技股份有限公司,23578613.00,2025-01-31,COMPLETED,风险传导场景：中国中铁股份有限公司向浙江久立特材科技股份有限公司采购核心建材和设备。
CON_062,Contract,HT2024000062,服务合作合同-华东建筑集团股份有限公司,46151121.00,2025-03-25,EXECUTING,中国建筑集团有限公司委托华东建筑集团股份有限公司提供专业咨询/监理等第三方服务。
CON_063,Contract,HT2024000063,建材采购合同-中国振华(集团)科技股份有限公司,2210275.00,2025-06-30,EXECUTING,风险传导场景：万科企业股份有限公司向中国振华(集团)科技股份有限公司采购核心建材和设备。
CON_064,Contract,HT2024000064,服务合作合同-深圳市建筑科学研究院股份有限公司,30612164.00,2025-01-04,COMPLETED,国家能源投资集团有限责任公司委托深圳市建筑科学研究院股份有限公司提供专业咨询/监理等第三方服务。
CON_065,Contract,HT2024000065,服务合作合同-深圳市建筑科学研究院股份有限公司,26316877.00,2025-05-14,COMPLETED,国网英大股份有限公司委托深圳市建筑科学研究院股份有限公司提供专业咨询/监理等第三方服务。
CON_066,Contract,HT2024000066,服务合作合同-汉嘉设计集团股份有限公司,6642117.00,2025-05-19,EXECUTING,国网英大股份有限公司委托汉嘉设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_067,Contract,HT2024000067,循环交易合同-中国电力建设股份有限公司至珠海珠免集团股份有限公司,28056437.00,2024-12-12,EXECUTING,风险传导场景：中国电力建设股份有限公司与珠海珠免集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_068,Contract,HT2024000068,服务合作合同-启迪设计集团股份有限公司,8077355.00,2025-05-24,COMPLETED,中国建筑集团有限公司委托启迪设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_069,Contract,HT2024000069,服务合作合同-华东建筑集团股份有限公司,27556163.00,2025-08-23,COMPLETED,北京城建投资发展股份有限公司委托华东建筑集团股份有限公司提供专业咨询/监理等第三方服务。
CON_070,Contract,HT2024000070,循环交易合同-中国石油集团资本股份有限公司至金科地产集团股份有限公司,7016580.00,2025-03-19,EXECUTING,风险传导场景：中国石油集团资本股份有限公司与金科地产集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_071,Contract,HT2024000071,建材采购合同-宝山钢铁股份有限公司,42405980.00,2025-09-05,COMPLETED,风险传导场景：金科地产集团股份有限公司向宝山钢铁股份有限公司采购核心建材和设备。
CON_072,Contract,HT2024000072,循环交易合同-中国中铁股份有限公司至恒大地产集团有限公司,44650278.00,2025-05-24,COMPLETED,风险传导场景：中国中铁股份有限公司与恒大地产集团有限公司开展循环交易，涉及资金闭环监控。
CON_073,Contract,HT2024000073,服务合作合同-汉嘉设计集团股份有限公司,40351400.00,2025-06-11,COMPLETED,中国石油天然气集团有限公司委托汉嘉设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_074,Contract,HT2024000074,服务合作合同-深圳市建筑科学研究院股份有限公司,6905221.00,2025-04-26,EXECUTING,中建环能科技股份有限公司委托深圳市建筑科学研究院股份有限公司提供专业咨询/监理等第三方服务。
CON_075,Contract,HT2024000075,建材采购合同-苏州金螳螂建筑装饰股份有限公司,45922344.00,2025-03-06,COMPLETED,风险传导场景：金融街控股股份有限公司向苏州金螳螂建筑装饰股份有限公司采购核心建材和设备。
CON_076,Contract,HT2024000076,循环交易合同-北京首都开发股份有限公司至绿地控股集团股份有限公司,21601136.00,2025-01-17,EXECUTING,风险传导场景：北京首都开发股份有限公司与绿地控股集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_077,Contract,HT2024000077,服务合作合同-苏州市建筑科学研究院集团股份有限公司,14580304.00,2025-04-04,COMPLETED,国网英大股份有限公司委托苏州市建筑科学研究院集团股份有限公司提供专业咨询/监理等第三方服务。
CON_078,Contract,HT2024000078,服务合作合同-海波重型工程科技股份有限公司,47359595.00,2025-09-02,COMPLETED,上海陆家嘴金融贸易区开发股份有限公司委托海波重型工程科技股份有限公司提供专业咨询/监理等第三方服务。
CON_079,Contract,HT2024000079,建材采购合同-福耀玻璃工业集团股份有限公司,30484412.00,2025-09-16,COMPLETED,风险传导场景：中国建筑集团有限公司向福耀玻璃工业集团股份有限公司采购核心建材和设备。
CON_080,Contract,HT2024000080,建材采购合同-东方电气股份有限公司,35772805.00,2025-04-16,EXECUTING,风险传导场景：中国石油集团资本股份有限公司向东方电气股份有限公司采购核心建材和设备。
CON_081,Contract,HT2024000081,服务合作合同-河北中瓷电子科技股份有限公司,17744102.00,2025-07-10,COMPLETED,珠海华发实业股份有限公司委托河北中瓷电子科技股份有限公司提供专业咨询/监理等第三方服务。
CON_082,Contract,HT2024000082,建材采购合同-福建三钢闽光股份有限公司,18599835.00,2025-10-02,COMPLETED,风险传导场景：国网英大股份有限公司向福建三钢闽光股份有限公司采购核心建材和设备。
CON_083,Contract,HT2024000083,循环交易合同-苏宁环球股份有限公司至上海陆家嘴金融贸易区开发股份有限公司,28097905.00,2025-09-16,COMPLETED,风险传导场景：苏宁环球股份有限公司与上海陆家嘴金融贸易区开发股份有限公司开展循环交易，涉及资金闭环监控。
CON_084,Contract,HT2024000084,循环交易合同-中国建筑股份有限公司至金科地产集团股份有限公司,2907251.00,2025-06-23,COMPLETED,风险传导场景：中国建筑股份有限公司与金科地产集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_085,Contract,HT2024000085,建材采购合同-北新集团建材股份有限公司,43059321.00,2025-09-07,EXECUTING,风险传导场景：中国石油集团资本股份有限公司向北新集团建材股份有限公司采购核心建材和设备。
CON_086,Contract,HT2024000086,服务合作合同-启迪设计集团股份有限公司,31303099.00,2025-02-07,EXECUTING,绿地控股集团股份有限公司委托启迪设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_087,Contract,HT2024000087,服务合作合同-深圳市建筑科学研究院股份有限公司,12882357.00,2025-07-30,EXECUTING,金科地产集团股份有限公司委托深圳市建筑科学研究院股份有限公司提供专业咨询/监理等第三方服务。
CON_088,Contract,HT2024000088,循环交易合同-珠海华发实业股份有限公司至杭州滨江房产集团股份有限公司,39816333.00,2024-12-31,EXECUTING,风险传导场景：珠海华发实业股份有限公司与杭州滨江房产集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_089,Contract,HT2024000089,循环交易合同-中国中铁股份有限公司至北京万通新发展集团股份有限公司,31576707.00,2025-08-08,COMPLETED,风险传导场景：中国中铁股份有限公司与北京万通新发展集团股份有限公司开展循环交易，涉及资金闭环监控。
CON_090,Contract,HT2024000090,循环交易合同-恒大地产集团有限公司至南京栖霞建设股份有限公司,38649992.00,2025-06-27,EXECUTING,风险传导场景：恒大地产集团有限公司与南京栖霞建设股份有限公司开展循环交易，涉及资金闭环监控。
CON_091,Contract,HT2024000091,服务合作合同-苏交科集团股份有限公司,13047051.00,2024-11-25,COMPLETED,中国建筑股份有限公司委托苏交科集团股份有限公司提供专业咨询/监理等第三方服务。
CON_092,Contract,HT2024000092,服务合作合同-河北中瓷电子科技股份有限公司,14833173.00,2025-06-01,COMPLETED,中国中车股份有限公司委托河北中瓷电子科技股份有限公司提供专业咨询/监理等第三方服务。
CON_093,Contract,HT2024000093,服务合作合同-汉嘉设计集团股份有限公司,8092959.00,2025-01-13,COMPLETED,中国建筑股份有限公司委托汉嘉设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_094,Contract,HT2024000094,建材采购合同-国电南瑞科技股份有限公司,11775682.00,2025-09-17,EXECUTING,风险传导场景：龙源电力集团股份有限公司向国电南瑞科技股份有限公司采购核心建材和设备。
CON_095,Contract,HT2024000095,循环交易合同-北京首都开发股份有限公司至招商局蛇口工业区控股股份有限公司,47538615.00,2025-02-28,COMPLETED,风险传导场景：北京首都开发股份有限公司与招商局蛇口工业区控股股份有限公司开展循环交易，涉及资金闭环监控。
CON_096,Contract,HT2024000096,服务合作合同-苏交科集团股份有限公司,8188715.00,2025-05-15,EXECUTING,上海陆家嘴金融贸易区开发股份有限公司委托苏交科集团股份有限公司提供专业咨询/监理等第三方服务。
CON_097,Contract,HT2024000097,服务合作合同-汉嘉设计集团股份有限公司,15703900.00,2025-06-13,COMPLETED,保利发展控股集团股份有限公司委托汉嘉设计集团股份有限公司提供专业咨询/监理等第三方服务。
CON_098,Contract,HT2024000098,服务合作合同-华东建筑集团股份有限公司,27374484.00,2025-05-10,EXECUTING,中国石油集团工程股份有限公司委托华东建筑集团股份有限公司提供专业咨询/监理等第三方服务。
CON_099,Contract,HT2024000099,建材采购合同-广联达科技股份有限公司,47283599.00,2025-08-10,EXECUTING,风险传导场景：恒大地产集团有限公司向广联达科技股份有限公司采购核心建材和设备。
CON_100,Contract,HT2024000100,服务合作合同-启迪设计集团股份有限公司,42685344.00,2025-04-13,COMPLETED,中国石油集团工程股份有限公司委托启迪设计集团股份有限公司提供专业咨询/监理等第三方服务。
